Date,Adj Close,Close,High,Low,Open,Volume
2023-12-20,16766.25,16766.25,17073.5,16758.5,17024.0,654329
2023-12-21,16956.5,16956.5,16970.25,16790.25,16790.25,639818
2023-12-22,16980.0,16980.0,17041.5,16891.5,16956.0,486853
2023-12-26,17083.5,17083.5,17111.25,16964.5,16964.5,292090
2023-12-27,17113.25,17113.25,17133.0,17055.5,17090.25,424302
2023-12-28,17090.5,17090.5,17165.25,17077.75,17127.0,357702
2023-12-29,17023.5,17023.5,17131.0,16938.25,17090.25,470864
2024-01-02,16720.0,16720.0,17038.5,16622.5,17019.0,652714
2024-01-03,16538.0,16538.0,16737.25,16522.0,16736.75,677219
2024-01-04,16445.0,16445.0,16587.25,16436.0,16545.25,559464
2024-01-05,16460.25,16460.25,16577.25,16334.25,16455.0,627475
2024-01-08,16803.75,16803.75,16811.25,16378.25,16470.0,549900
2024-01-09,16830.25,16830.25,16868.5,16657.75,16788.0,605921
2024-01-10,16945.25,16945.25,16983.0,16801.5,16829.5,550703
2024-01-11,16966.25,16966.25,17057.0,16753.0,16955.0,756441
2024-01-12,16969.25,16969.25,17042.5,16866.5,16957.75,593445
2024-01-16,16966.5,16966.5,17033.75,16811.75,16961.75,816021
2024-01-17,16869.75,16869.75,16982.0,16689.25,16978.0,722784
2024-01-18,17110.0,17110.0,17125.75,16834.25,16854.5,852229
2024-01-19,17438.5,17438.5,17471.25,17107.25,17116.0,758132
2024-01-22,17458.5,17458.5,17585.0,17434.0,17466.0,637245
2024-01-23,17531.25,17531.25,17558.25,17409.5,17461.0,508078
2024-01-24,17621.0,17621.0,17793.5,17552.25,17554.0,721605
2024-01-25,17634.5,17634.5,17752.0,17542.0,17614.75,710822
2024-01-26,17527.0,17527.0,17632.0,17466.0,17571.25,631481
2024-01-29,17706.0,17706.0,17716.25,17457.5,17502.0,568739
2024-01-30,17588.5,17588.5,17735.75,17467.0,17711.75,554146
2024-01-31,17242.25,17242.25,17484.0,17221.5,17415.5,816119
2024-02-01,17436.75,17436.75,17646.75,17262.75,17273.25,705238
2024-02-02,17732.75,17732.75,17775.5,17465.5,17588.0,761167
2024-02-05,17700.0,17700.0,17745.5,17554.25,17696.0,621645
2024-02-06,17660.0,17660.0,17769.0,17560.75,17698.5,623168
2024-02-07,17841.75,17841.75,17875.5,17629.75,17645.75,613340
2024-02-08,17868.25,17868.25,17896.5,17792.25,17856.25,471370
2024-02-09,18039.25,18039.25,18071.0,17852.25,17854.25,499282
2024-02-12,17965.0,17965.0,18121.5,17911.25,18040.0,538132
2024-02-13,17676.75,17676.75,17963.25,17542.0,17928.5,858230
2024-02-14,17881.0,17881.0,17887.0,17669.25,17703.0,688088
2024-02-15,17912.75,17912.75,17968.25,17780.5,17870.0,657768
2024-02-16,17744.0,17744.0,18026.0,17715.0,17952.0,744628
2024-02-20,17607.25,17607.25,17807.5,17452.5,17729.25,889292
2024-02-21,17536.75,17536.75,17723.0,17372.75,17573.0,731450
2024-02-22,18047.5,18047.5,18087.0,17676.0,17702.5,759232
2024-02-23,17991.0,17991.0,18144.75,17946.0,18023.25,659725
2024-02-26,17977.0,17977.0,18059.5,17922.0,17961.5,526169
2024-02-27,18021.0,18021.0,18040.25,17908.75,17951.0,567818
2024-02-28,17915.25,17915.25,18019.75,17846.25,18017.5,553731
2024-02-29,18082.75,18082.75,18109.5,17826.0,17870.0,680147
2024-03-01,18338.25,18338.25,18372.75,18029.5,18075.0,639153
2024-03-04,18262.0,18262.0,18377.75,18234.25,18336.0,569342
2024-03-05,17930.25,17930.25,18252.0,17832.5,18246.0,803857
2024-03-06,18044.25,18044.25,18174.25,17942.5,17981.0,806131
2024-03-07,18316.25,18316.25,18360.0,17915.75,18041.0,758499
2024-03-08,18046.75,18046.75,18436.5,18012.5,18279.0,1048847
2024-03-11,17971.0,17971.0,18068.25,17890.5,18056.0,472517
2024-03-12,18227.75,18227.75,18241.75,17930.0,18010.5,281274
2024-03-13,18078.5,18078.5,18256.5,18033.25,18218.0,179714
2024-03-14,18024.5,18024.5,18177.75,17915.5,18094.25,110277
2024-03-15,17854.75,17854.75,18074.75,17831.75,18006.0,705711
2024-03-18,18231.5,18231.5,18381.0,18062.25,18073.5,656629
2024-03-19,18270.0,18270.0,18289.25,18053.25,18222.0,660394
2024-03-20,18479.75,18479.75,18545.0,18227.5,18274.0,618809
2024-03-21,18561.75,18561.75,18709.0,18526.75,18539.75,606959
2024-03-22,18574.75,18574.75,18626.0,18492.0,18580.5,511962
2024-03-25,18513.5,18513.5,18601.25,18414.75,18567.0,456250
2024-03-26,18449.0,18449.0,18619.0,18439.25,18531.25,516507
2024-03-27,18503.75,18503.75,18571.75,18378.5,18477.5,605634
2024-03-28,18475.0,18475.0,18538.75,18447.5,18505.0,515193
2024-04-01,18497.25,18497.25,18612.0,18414.5,18503.0,572133
2024-04-02,18330.0,18330.0,18511.0,18201.5,18497.25,618982
2024-04-03,18373.25,18373.25,18451.75,18232.5,18345.0,597987
2024-04-04,18076.75,18076.75,18568.0,18055.25,18388.5,777140
2024-04-05,18300.75,18300.75,18408.25,18051.5,18086.25,809193
2024-04-08,18295.0,18295.0,18376.0,18237.5,18348.25,524203
2024-04-09,18359.75,18359.75,18407.25,18160.75,18314.75,696069
2024-04-10,18196.75,18196.75,18474.25,18053.5,18381.0,880504
2024-04-11,18485.0,18485.0,18518.75,18088.0,18184.0,728802
2024-04-12,18179.25,18179.25,18507.75,18120.25,18486.25,787334
2024-04-15,17876.25,17876.25,18350.75,17841.5,18151.0,797316
2024-04-16,17881.25,17881.25,17988.0,17792.0,17879.0,766364
2024-04-17,17658.5,17658.5,17968.5,17615.25,17897.0,844749
2024-04-18,17547.25,17547.25,17770.75,17506.25,17669.75,756158
2024-04-19,17180.75,17180.75,17553.25,17113.25,17530.75,1023135
2024-04-22,17350.0,17350.0,17448.0,17148.5,17228.25,646130
2024-04-23,17606.75,17606.75,17666.0,17286.25,17352.25,601826
2024-04-24,17664.5,17664.5,17795.5,17481.75,17682.0,667402
2024-04-25,17567.5,17567.5,17827.5,17308.25,17450.0,820011
2024-04-26,17845.75,17845.75,17901.5,17668.25,17808.25,628227
2024-04-29,17904.25,17904.25,17949.0,17791.25,17864.75,528891
2024-04-30,17571.25,17571.25,17920.25,17473.5,17918.5,677704
2024-05-01,17438.25,17438.25,17793.25,17399.25,17462.5,791170
2024-05-02,17649.75,17649.75,17755.25,17386.25,17487.0,635300
2024-05-03,18000.75,18000.75,18050.25,17719.5,17744.25,556949
2024-05-06,18195.5,18195.5,18201.25,17983.75,18047.5,395489
2024-05-07,18199.5,18199.5,18266.25,18151.0,18189.5,469722
2024-05-08,18186.5,18186.5,18242.25,18072.5,18194.0,453714
2024-05-09,18214.5,18214.5,18240.25,18103.75,18160.75,471196
2024-05-10,18255.0,18255.0,18348.0,18188.5,18226.0,473881
2024-05-13,18295.5,18295.5,18336.25,18228.75,18238.0,411036
2024-05-14,18415.0,18415.0,18433.0,18165.5,18282.0,555369
2024-05-15,18691.75,18691.75,18707.0,18393.0,18409.75,605869
2024-05-16,18650.0,18650.0,18760.75,18633.25,18693.25,548582
2024-05-17,18635.25,18635.25,18686.75,18545.0,18642.0,489227
2024-05-20,18763.0,18763.0,18794.5,18633.0,18633.5,470381
2024-05-21,18799.25,18799.25,18808.75,18678.0,18746.0,426117
2024-05-22,18786.75,18786.75,18891.0,18684.25,18798.25,578439
2024-05-23,18696.25,18696.25,19023.25,18621.5,18860.5,851576
2024-05-24,18876.0,18876.0,18926.0,18680.0,18684.0,552083
2024-05-28,18940.5,18940.5,18980.5,18819.5,18874.75,642954
2024-05-29,18802.75,18802.75,18949.75,18740.0,18949.5,573938
2024-05-30,18606.5,18606.5,18787.0,18546.25,18753.0,619548
2024-05-31,18591.0,18591.0,18668.25,18241.25,18590.75,834003
2024-06-03,18646.25,18646.25,18755.5,18435.75,18590.25,669104
2024-06-04,18701.0,18701.0,18753.25,18511.25,18662.5,616703
2024-06-05,19074.25,19074.25,19090.5,18696.25,18711.0,575227
2024-06-06,19060.25,19060.25,19124.5,19017.25,19089.5,524900
2024-06-07,19037.75,19037.75,19155.0,18940.0,19064.0,612033
2024-06-10,19109.75,19109.75,19129.75,18974.25,19025.0,571666
2024-06-11,19242.25,19242.25,19257.5,18994.5,19107.25,564706
2024-06-12,19496.5,19496.5,19612.25,19233.5,19248.0,691079
2024-06-13,19602.5,19602.5,19691.0,19500.0,19602.0,584725
2024-06-14,19685.5,19685.5,19699.5,19501.5,19602.75,584288
2024-06-17,19921.25,19921.25,20001.0,19640.5,19695.0,423232
2024-06-18,19919.25,19919.25,19996.5,19851.75,19918.5,201834
2024-06-20,19763.25,19763.25,20095.0,19694.25,19930.25,157046
2024-06-21,19747.2890625,19747.2890625,19819.25,19687.5,19781.25,590839
2024-06-24,19750.75,19750.75,20030.25,19728.0,20014.75,683900
2024-06-25,19972.25,19972.25,19981.25,19726.0,19756.0,574518
2024-06-26,20012.5,20012.5,20070.5,19901.0,19973.0,590175
2024-06-27,20039.5,20039.5,20116.75,19874.25,19946.0,589649
2024-06-28,19927.25,19927.25,20273.25,19906.25,20063.25,750324
2024-07-01,20052.0,20052.0,20074.0,19811.75,19970.0,639341
2024-07-02,20255.25,20255.25,20259.25,19910.0,20045.75,621477
2024-07-03,20411.5,20411.5,20435.25,20205.0,20241.0,395129
2024-07-05,20620.75,20620.75,20639.5,20361.0,20419.25,600207
2024-07-08,20659.75,20659.75,20688.0,20579.25,20591.5,497107
2024-07-09,20678.5,20678.5,20771.75,20615.75,20681.0,569689
2024-07-10,20899.75,20899.75,20916.75,20684.5,20686.0,576694
2024-07-11,20441.75,20441.75,20983.75,20377.25,20895.5,906128
2024-07-12,20524.0,20524.0,20741.0,20335.0,20432.75,724343
2024-07-15,20583.75,20583.75,20797.0,20506.25,20580.0,703410
2024-07-16,20598.0,20598.0,20684.5,20464.5,20628.0,629745
2024-07-17,19997.5,19997.5,20597.75,19965.75,20591.0,854323
2024-07-18,19899.25,19899.25,20162.5,19758.75,20024.25,964287
2024-07-19,19713.0,19713.0,19979.75,19654.0,19955.0,774109
2024-07-22,20001.0,20001.0,20044.75,19718.75,19749.0,657854
2024-07-23,19925.0,19925.0,20084.75,19868.25,19982.0,601990
2024-07-24,19203.25,19203.25,19883.0,19168.75,19883.0,846812
2024-07-25,18992.25,18992.25,19390.5,18883.25,19260.0,992015
2024-07-26,19174.5,19174.5,19297.75,18995.0,19003.0,694702
2024-07-29,19209.25,19209.25,19377.25,19113.25,19171.75,600017
2024-07-30,18936.25,18936.25,19319.75,18725.0,19217.0,745002
2024-07-31,19505.25,19505.25,19648.0,18861.75,18865.75,762246
2024-08-01,19023.25,19023.25,19717.0,18854.0,19593.25,920616
2024-08-02,18556.25,18556.25,18979.75,18385.75,18956.5,842228
2024-08-05,18013.25,18013.25,18390.0,17351.0,18390.0,937137
2024-08-06,18179.0,18179.0,18483.25,17966.0,18165.75,697089
2024-08-07,17966.5,17966.5,18558.5,17836.25,18033.0,725244
2024-08-08,18525.25,18525.25,18593.5,17741.75,17873.0,663957
2024-08-09,18616.0,18616.0,18674.5,18383.0,18550.25,501761
2024-08-12,18639.5,18639.5,18765.25,18515.0,18590.0,469892
2024-08-13,19104.25,19104.25,19122.5,18628.5,18648.25,497670
2024-08-14,19115.0,19115.0,19203.5,18925.5,19099.25,553997
2024-08-15,19581.25,19581.25,19603.25,19100.5,19142.5,522322
2024-08-16,19605.75,19605.75,19683.0,19447.5,19570.25,458933
2024-08-19,19857.75,19857.75,19871.75,19525.25,19629.0,429305
2024-08-20,19809.5,19809.5,19931.0,19743.0,19857.75,485435
2024-08-21,19909.5,19909.5,19981.75,19771.5,19803.0,479077
2024-08-22,19578.25,19578.25,20025.25,19542.0,19921.25,630179
2024-08-23,19790.75,19790.75,19904.25,19591.75,19621.5,581201
2024-08-26,19591.25,19591.25,19846.25,19505.5,19787.75,473540
2024-08-27,19653.75,19653.75,19694.25,19441.5,19558.75,441146
2024-08-28,19415.75,19415.75,19691.0,19227.25,19635.5,537278
2024-08-29,19393.25,19393.25,19693.5,19140.25,19217.0,669705
2024-08-30,19623.0,19623.0,19632.75,19370.5,19445.75,495609
2024-09-03,19006.5,19006.5,19683.0,18911.0,19599.0,698442
2024-09-04,18962.5,18962.5,19114.75,18825.75,18993.75,582116
2024-09-05,18963.5,18963.5,19150.5,18827.25,18965.75,585125
2024-09-06,18458.25,18458.25,18972.25,18339.75,18921.0,726350
2024-09-09,18692.25,18692.25,18734.5,18386.0,18400.0,726350
2024-09-10,18864.0,18864.0,18878.5,18582.25,18727.0,536220
2024-09-11,19271.0,19271.0,19293.5,18547.0,18837.75,729344
2024-09-12,19447.25,19447.25,19483.5,19185.0,19241.5,581032
2024-09-13,19530.25,19530.25,19577.25,19398.25,19419.5,467948
2024-09-16,19433.0,19433.0,19546.5,19299.25,19498.0,339781
2024-09-17,19439.25,19439.25,19615.5,19341.0,19426.5,254059
2024-09-18,19349.25,19349.25,19660.0,19331.0,19451.0,138848
2024-09-19,19850.25,19850.25,19966.25,19408.75,19420.5,134917
2024-09-20,19808.009765625,19808.009765625,19838.25,19746.5,19831.25,479646
2024-09-23,20080.0,20080.0,20164.0,19955.25,20040.0,394947
2024-09-24,20167.75,20167.75,20214.75,19953.0,20063.25,457126
2024-09-25,20192.0,20192.0,20271.0,20064.25,20183.75,405050
2024-09-26,20346.25,20346.25,20538.0,20188.0,20242.0,509755
2024-09-27,20221.5,20221.5,20395.75,20173.0,20345.0,435634
2024-09-30,20261.25,20261.25,20287.0,20056.0,20198.5,510434
2024-10-01,19975.0,19975.0,20331.75,19818.0,20234.25,662776
2024-10-02,20009.75,20009.75,20090.25,19833.5,19975.25,475599
2024-10-03,19990.25,19990.25,20113.75,19852.0,20055.5,526765
2024-10-04,20227.25,20227.25,20263.75,19941.5,19965.5,560070
2024-10-07,19992.75,19992.75,20267.25,19948.0,20220.0,450371
2024-10-08,20298.5,20298.5,20329.5,19902.5,20025.75,444750
2024-10-09,20463.5,20463.5,20482.75,20196.0,20294.25,421249
2024-10-10,20429.75,20429.75,20508.25,20301.5,20445.25,450569
2024-10-11,20450.0,20450.0,20494.25,20314.75,20435.0,385312
2024-10-14,20619.25,20619.25,20680.0,20383.25,20432.5,395756
2024-10-15,20342.0,20342.0,20659.25,20254.0,20638.75,522391
2024-10-16,20349.5,20349.5,20398.5,20206.25,20334.5,417571
2024-10-17,20368.0,20368.0,20594.75,20276.75,20328.0,535486
2024-10-18,20483.5,20483.5,20529.75,20320.75,20384.0,385566
2024-10-21,20519.5,20519.5,20554.5,20343.75,20496.25,456078
2024-10-22,20542.0,20542.0,20602.25,20360.25,20536.5,476324
2024-10-23,20220.5,20220.5,20542.5,20079.0,20521.0,619162
2024-10-24,20380.25,20380.25,20428.5,20261.75,20294.25,462552
2024-10-25,20498.75,20498.75,20707.25,20364.0,20388.5,585929
2024-10-28,20497.0,20497.0,20676.5,20486.0,20525.5,430120
2024-10-29,20696.5,20696.5,20760.25,20432.25,20513.0,498020
2024-10-30,20534.75,20534.75,20788.5,20472.5,20734.0,519409
2024-10-31,20021.75,20021.75,20495.75,20008.5,20482.0,686677
2024-11-01,20153.25,20153.25,20288.0,20017.0,20071.0,554025
2024-11-04,20086.0,20086.0,20248.5,20013.0,20138.0,520521
2024-11-05,20341.75,20341.75,20385.5,20041.75,20130.75,450115
2024-11-06,20894.0,20894.0,20935.25,20323.5,20360.5,632408
2024-11-07,21224.75,21224.75,21253.0,20861.5,20923.5,462805
2024-11-08,21231.25,21231.25,21265.0,21121.75,21224.25,401943
2024-11-11,21217.75,21217.75,21340.75,21098.25,21249.75,456006
2024-11-12,21189.5,21189.5,21251.75,21054.75,21221.0,511372
2024-11-13,21159.5,21159.5,21268.5,21056.5,21178.0,533739
2024-11-14,21011.75,21011.75,21190.25,20950.5,21167.0,561950
2024-11-15,20493.75,20493.75,20981.5,20405.25,20977.5,691851
2024-11-18,20633.5,20633.5,20724.25,20476.0,20504.0,525474
2024-11-19,20767.75,20767.75,20792.5,20382.5,20633.25,553617
2024-11-20,20749.0,20749.0,20843.25,20477.0,20762.25,619493
2024-11-21,20829.5,20829.5,20905.75,20514.25,20738.0,698342
2024-11-22,20849.75,20849.75,20880.0,20693.25,20794.0,541554
2024-11-25,20880.25,20880.25,21081.0,20780.25,20935.0,544568
2024-11-26,20993.5,20993.5,21024.75,20755.0,20906.25,505254
2024-11-27,20813.0,20813.0,21019.0,20675.0,20990.75,520026
2024-11-29,20993.5,20993.5,21017.5,20805.5,20813.0,339955
2024-12-02,21218.0,21218.0,21259.75,20940.0,20995.25,475464
2024-12-03,21281.5,21281.5,21329.0,21134.25,21220.0,444143
2024-12-04,21536.5,21536.5,21548.5,21305.75,21323.0,461922
2024-12-05,21473.25,21473.25,21567.25,21437.5,21513.25,421035
2024-12-06,21656.75,21656.75,21669.25,21424.75,21450.0,459878
2024-12-09,21483.75,21483.75,21706.25,21436.0,21649.0,517123
2024-12-10,21405.25,21405.25,21606.75,21352.75,21479.25,544406
2024-12-11,21793.5,21793.5,21820.0,21405.75,21436.0,547213
2024-12-12,21651.25,21651.25,21772.5,21604.25,21756.75,510307
2024-12-13,21795.75,21795.75,21908.0,21666.5,21720.75,639403
2024-12-16,22110.25,22110.25,22152.5,21762.0,21780.25,482433
2024-12-17,22014.75,22014.75,22124.5,21942.25,22115.0,277298
2024-12-18,21218.75,21218.75,22083.75,21034.25,22010.0,209588
2024-12-19,21112.75,21112.75,21424.25,21080.0,21218.5,124728
2024-12-20,20947.98046875,20947.98046875,21151.5,20745.0,21151.5,864714
2024-12-23,21753.25,21753.25,21776.75,21476.75,21566.0,508598
2024-12-24,22028.5,22028.5,22049.75,21709.0,21743.25,261201
2024-12-26,22008.0,22008.0,22111.25,21870.25,22049.5,407116
2024-12-27,21698.5,21698.5,22008.0,21498.75,21990.75,572604
2024-12-30,21416.25,21416.25,21742.75,21253.0,21711.0,530975
2024-12-31,21226.5,21226.5,21524.75,21182.0,21390.25,477280
